Probability of Developing Cancer
By Cancer Site
All Ages  All Races  Both Sexes
2013-2015 

"Cancer Site","Cancer Free Age","Probability of Developing Cancer (%) by Age","Risk"
"Liver and Intrahepatic Bile Duct","Age 55","Age <br/>95+",0.984
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>65",0.176
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>70",0.347
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>75",0.501
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>80",0.650
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>85",0.770
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>90",0.842
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>95",0.875
"Liver and Intrahepatic Bile Duct","Age 60","Age <br/>95+",0.887
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>70",0.179
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>75",0.341
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>80",0.498
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>85",0.624
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>90",0.700
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>95",0.734
"Liver and Intrahepatic Bile Duct","Age 65","Age <br/>95+",0.747
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>70",
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>75",0.174
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>80",0.342
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>85",0.478
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>90",0.559
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>95",0.596
"Liver and Intrahepatic Bile Duct","Age 70","Age <br/>95+",0.610
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>70",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>75",
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>80",0.188
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>85",0.339
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>90",0.430
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>95",0.472
"Liver and Intrahepatic Bile Duct","Age 75","Age <br/>95+",0.487
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>70",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>75",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>80",
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>85",0.181
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>90",0.290
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>95",0.339
"Liver and Intrahepatic Bile Duct","Age 80","Age <br/>95+",0.357
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>70",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>75",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>80",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>85",
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>90",0.147
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>95",0.213
"Liver and Intrahepatic Bile Duct","Age 85","Age <br/>95+",0.238
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>70",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>75",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>80",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>85",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>90",
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>95",0.111
"Liver and Intrahepatic Bile Duct","Age 90","Age <br/>95+",0.151
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>5",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>10",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>15",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>20",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>25",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>30",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>35",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>40",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>45",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>50",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>55",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>60",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>65",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>70",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>75",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>80",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>85",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>90",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>95",
"Liver and Intrahepatic Bile Duct","Age 95","Age <br/>95+",0.092
"Pancreas","Age 0","Age <br/>5",0.000
"Pancreas","Age 0","Age <br/>10",0.000
"Pancreas","Age 0","Age <br/>15",0.000
"Pancreas","Age 0","Age <br/>20",0.001
"Pancreas","Age 0","Age <br/>25",0.002
"Pancreas","Age 0","Age <br/>30",0.003
"Pancreas","Age 0","Age <br/>35",0.007
"Pancreas","Age 0","Age <br/>40",0.014
"Pancreas","Age 0","Age <br/>45",0.027
"Pancreas","Age 0","Age <br/>50",0.056
"Pancreas","Age 0","Age <br/>55",0.111
"Pancreas","Age 0","Age <br/>60",0.204
"Pancreas","Age 0","Age <br/>65",0.343
"Pancreas","Age 0","Age <br/>70",0.532
"Pancreas","Age 0","Age <br/>75",0.763
"Pancreas","Age 0","Age <br/>80",1.019
"Pancreas","Age 0","Age <br/>85",1.261
"Pancreas","Age 0","Age <br/>90",1.442
"Pancreas","Age 0","Age <br/>95",1.534
"Pancreas","Age 0","Age <br/>95+",1.575
"Pancreas","Age 5","Age <br/>5",
"Pancreas","Age 5","Age <br/>10",0.000
"Pancreas","Age 5","Age <br/>15",0.000
"Pancreas","Age 5","Age <br/>20",0.001
"Pancreas","Age 5","Age <br/>25",0.002
"Pancreas","Age 5","Age <br/>30",0.003
"Pancreas","Age 5","Age <br/>35",0.007
"Pancreas","Age 5","Age <br/>40",0.014
"Pancreas","Age 5","Age <br/>45",0.027
"Pancreas","Age 5","Age <br/>50",0.056
"Pancreas","Age 5","Age <br/>55",0.112
"Pancreas","Age 5","Age <br/>60",0.206
"Pancreas","Age 5","Age <br/>65",0.346
"Pancreas","Age 5","Age <br/>70",0.537
"Pancreas","Age 5","Age <br/>75",0.771
"Pancreas","Age 5","Age <br/>80",1.030
"Pancreas","Age 5","Age <br/>85",1.273
"Pancreas","Age 5","Age <br/>90",1.457
"Pancreas","Age 5","Age <br/>95",1.549
"Pancreas","Age 5","Age <br/>95+",1.591
"Pancreas","Age 10","Age <br/>5",
"Pancreas","Age 10","Age <br/>10",
"Pancreas","Age 10","Age <br/>15",0.000
"Pancreas","Age 10","Age <br/>20",0.001
"Pancreas","Age 10","Age <br/>25",0.002
"Pancreas","Age 10","Age <br/>30",0.003
"Pancreas","Age 10","Age <br/>35",0.007
"Pancreas","Age 10","Age <br/>40",0.014
"Pancreas","Age 10","Age <br/>45",0.027
"Pancreas","Age 10","Age <br/>50",0.056
"Pancreas","Age 10","Age <br/>55",0.112
"Pancreas","Age 10","Age <br/>60",0.206
"Pancreas","Age 10","Age <br/>65",0.347
"Pancreas","Age 10","Age <br/>70",0.537
"Pancreas","Age 10","Age <br/>75",0.771
"Pancreas","Age 10","Age <br/>80",1.030
"Pancreas","Age 10","Age <br/>85",1.274
"Pancreas","Age 10","Age <br/>90",1.457
"Pancreas","Age 10","Age <br/>95",1.550
"Pancreas","Age 10","Age <br/>95+",1.592
"Pancreas","Age 15","Age <br/>5",
"Pancreas","Age 15","Age <br/>10",
"Pancreas","Age 15","Age <br/>15",
"Pancreas","Age 15","Age <br/>20",0.001
"Pancreas","Age 15","Age <br/>25",0.001
"Pancreas","Age 15","Age <br/>30",0.003
"Pancreas","Age 15","Age <br/>35",0.007
"Pancreas","Age 15","Age <br/>40",0.014
"Pancreas","Age 15","Age <br/>45",0.027
"Pancreas","Age 15","Age <br/>50",0.056
"Pancreas","Age 15","Age <br/>55",0.112
"Pancreas","Age 15","Age <br/>60",0.206
"Pancreas","Age 15","Age <br/>65",0.346
"Pancreas","Age 15","Age <br/>70",0.537
"Pancreas","Age 15","Age <br/>75",0.771
"Pancreas","Age 15","Age <br/>80",1.031
"Pancreas","Age 15","Age <br/>85",1.275
"Pancreas","Age 15","Age <br/>90",1.458
"Pancreas","Age 15","Age <br/>95",1.551
"Pancreas","Age 15","Age <br/>95+",1.593
"Pancreas","Age 20","Age <br/>5",
"Pancreas","Age 20","Age <br/>10",
"Pancreas","Age 20","Age <br/>15",
"Pancreas","Age 20","Age <br/>20",
"Pancreas","Age 20","Age <br/>25",0.001
"Pancreas","Age 20","Age <br/>30",0.003
"Pancreas","Age 20","Age <br/>35",0.006
"Pancreas","Age 20","Age <br/>40",0.013
"Pancreas","Age 20","Age <br/>45",0.027
"Pancreas","Age 20","Age <br/>50",0.055
"Pancreas","Age 20","Age <br/>55",0.111
"Pancreas","Age 20","Age <br/>60",0.206
"Pancreas","Age 20","Age <br/>65",0.347
"Pancreas","Age 20","Age <br/>70",0.538
"Pancreas","Age 20","Age <br/>75",0.773
"Pancreas","Age 20","Age <br/>80",1.033
"Pancreas","Age 20","Age <br/>85",1.277
"Pancreas","Age 20","Age <br/>90",1.461
"Pancreas","Age 20","Age <br/>95",1.554
"Pancreas","Age 20","Age <br/>95+",1.596
"Pancreas","Age 25","Age <br/>5",
"Pancreas","Age 25","Age <br/>10",
"Pancreas","Age 25","Age <br/>15",
"Pancreas","Age 25","Age <br/>20",
"Pancreas","Age 25","Age <br/>25",
"Pancreas","Age 25","Age <br/>30",0.002
"Pancreas","Age 25","Age <br/>35",0.005
"Pancreas","Age 25","Age <br/>40",0.012
"Pancreas","Age 25","Age <br/>45",0.026
"Pancreas","Age 25","Age <br/>50",0.055
"Pancreas","Age 25","Age <br/>55",0.111
"Pancreas","Age 25","Age <br/>60",0.206
"Pancreas","Age 25","Age <br/>65",0.347
"Pancreas","Age 25","Age <br/>70",0.539
"Pancreas","Age 25","Age <br/>75",0.775
"Pancreas","Age 25","Age <br/>80",1.036
"Pancreas","Age 25","Age <br/>85",1.281
"Pancreas","Age 25","Age <br/>90",1.466
"Pancreas","Age 25","Age <br/>95",1.559
"Pancreas","Age 25","Age <br/>95+",1.601
"Pancreas","Age 30","Age <br/>5",
"Pancreas","Age 30","Age <br/>10",
"Pancreas","Age 30","Age <br/>15",
"Pancreas","Age 30","Age <br/>20",
"Pancreas","Age 30","Age <br/>25",
"Pancreas","Age 30","Age <br/>30",
"Pancreas","Age 30","Age <br/>35",0.004
"Pancreas","Age 30","Age <br/>40",0.011
"Pancreas","Age 30","Age <br/>45",0.024
"Pancreas","Age 30","Age <br/>50",0.053
"Pancreas","Age 30","Age <br/>55",0.110
"Pancreas","Age 30","Age <br/>60",0.205
"Pancreas","Age 30","Age <br/>65",0.347
"Pancreas","Age 30","Age <br/>70",0.540
"Pancreas","Age 30","Age <br/>75",0.777
"Pancreas","Age 30","Age <br/>80",1.039
"Pancreas","Age 30","Age <br/>85",1.286
"Pancreas","Age 30","Age <br/>90",1.471
"Pancreas","Age 30","Age <br/>95",1.565
"Pancreas","Age 30","Age <br/>95+",1.607
"Pancreas","Age 35","Age <br/>5",
"Pancreas","Age 35","Age <br/>10",
"Pancreas","Age 35","Age <br/>15",
"Pancreas","Age 35","Age <br/>20",
"Pancreas","Age 35","Age <br/>25",
"Pancreas","Age 35","Age <br/>30",
"Pancreas","Age 35","Age <br/>35",
"Pancreas","Age 35","Age <br/>40",0.007
"Pancreas","Age 35","Age <br/>45",0.021
"Pancreas","Age 35","Age <br/>50",0.050
"Pancreas","Age 35","Age <br/>55",0.106
"Pancreas","Age 35","Age <br/>60",0.203
"Pancreas","Age 35","Age <br/>65",0.345
"Pancreas","Age 35","Age <br/>70",0.539
"Pancreas","Age 35","Age <br/>75",0.777
"Pancreas","Age 35","Age <br/>80",1.041
"Pancreas","Age 35","Age <br/>85",1.289
"Pancreas","Age 35","Age <br/>90",1.476
"Pancreas","Age 35","Age <br/>95",1.570
"Pancreas","Age 35","Age <br/>95+",1.612
"Pancreas","Age 40","Age <br/>5",
"Pancreas","Age 40","Age <br/>10",
"Pancreas","Age 40","Age <br/>15",
"Pancreas","Age 40","Age <br/>20",
"Pancreas","Age 40","Age <br/>25",
"Pancreas","Age 40","Age <br/>30",
"Pancreas","Age 40","Age <br/>35",
"Pancreas","Age 40","Age <br/>40",
"Pancreas","Age 40","Age <br/>45",0.014
"Pancreas","Age 40","Age <br/>50",0.043
"Pancreas","Age 40","Age <br/>55",0.100
"Pancreas","Age 40","Age <br/>60",0.197
"Pancreas","Age 40","Age <br/>65",0.341
"Pancreas","Age 40","Age <br/>70",0.536
"Pancreas","Age 40","Age <br/>75",0.776
"Pancreas","Age 40","Age <br/>80",1.041
"Pancreas","Age 40","Age <br/>85",1.291
"Pancreas","Age 40","Age <br/>90",1.479
"Pancreas","Age 40","Age <br/>95",1.574
"Pancreas","Age 40","Age <br/>95+",1.616
"Pancreas","Age 45","Age <br/>5",
"Pancreas","Age 45","Age <br/>10",
"Pancreas","Age 45","Age <br/>15",
"Pancreas","Age 45","Age <br/>20",
"Pancreas","Age 45","Age <br/>25",
"Pancreas","Age 45","Age <br/>30",
"Pancreas","Age 45","Age <br/>35",
"Pancreas","Age 45","Age <br/>40",
"Pancreas","Age 45","Age <br/>45",
"Pancreas","Age 45","Age <br/>50",0.030
"Pancreas","Age 45","Age <br/>55",0.087
"Pancreas","Age 45","Age <br/>60",0.185
"Pancreas","Age 45","Age <br/>65",0.330
"Pancreas","Age 45","Age <br/>70",0.527
"Pancreas","Age 45","Age <br/>75",0.769
"Pancreas","Age 45","Age <br/>80",1.038
"Pancreas","Age 45","Age <br/>85",1.290
"Pancreas","Age 45","Age <br/>90",1.480
"Pancreas","Age 45","Age <br/>95",1.576
"Pancreas","Age 45","Age <br/>95+",1.619
"Pancreas","Age 50","Age <br/>5",
"Pancreas","Age 50","Age <br/>10",
"Pancreas","Age 50","Age <br/>15",
"Pancreas","Age 50","Age <br/>20",
"Pancreas","Age 50","Age <br/>25",
"Pancreas","Age 50","Age <br/>30",
"Pancreas","Age 50","Age <br/>35",
"Pancreas","Age 50","Age <br/>40",
"Pancreas","Age 50","Age <br/>45",
"Pancreas","Age 50","Age <br/>50",
"Pancreas","Age 50","Age <br/>55",0.058
"Pancreas","Age 50","Age <br/>60",0.158
"Pancreas","Age 50","Age <br/>65",0.305
"Pancreas","Age 50","Age <br/>70",0.505
"Pancreas","Age 50","Age <br/>75",0.751
"Pancreas","Age 50","Age <br/>80",1.023
"Pancreas","Age 50","Age <br/>85",1.279
"Pancreas","Age 50","Age <br/>90",1.472
"Pancreas","Age 50","Age <br/>95",1.569
"Pancreas","Age 50","Age <br/>95+",1.613
"Pancreas","Age 55","Age <br/>5",
"Pancreas","Age 55","Age <br/>10",
"Pancreas","Age 55","Age <br/>15",
"Pancreas","Age 55","Age <br/>20",
"Pancreas","Age 55","Age <br/>25",
"Pancreas","Age 55","Age <br/>30",
"Pancreas","Age 55","Age <br/>35",
"Pancreas","Age 55","Age <br/>40",
"Pancreas","Age 55","Age <br/>45",
"Pancreas","Age 55","Age <br/>50",
"Pancreas","Age 55","Age <br/>55",
"Pancreas","Age 55","Age <br/>60",0.102
"Pancreas","Age 55","Age <br/>65",0.252
"Pancreas","Age 55","Age <br/>70",0.457
"Pancreas","Age 55","Age <br/>75",0.709
"Pancreas","Age 55","Age <br/>80",0.988
"Pancreas","Age 55","Age <br/>85",1.250
"Pancreas","Age 55","Age <br/>90",1.447
"Pancreas","Age 55","Age <br/>95",1.547
"Pancreas","Age 55","Age <br/>95+",1.591
"Pancreas","Age 60","Age <br/>5",
"Pancreas","Age 60","Age <br/>10",
"Pancreas","Age 60","Age <br/>15",
"Pancreas","Age 60","Age <br/>20",
"Pancreas","Age 60","Age <br/>25",
"Pancreas","Age 60","Age <br/>30",
"Pancreas","Age 60","Age <br/>35",
"Pancreas","Age 60","Age <br/>40",
"Pancreas","Age 60","Age <br/>45",
"Pancreas","Age 60","Age <br/>50",
"Pancreas","Age 60","Age <br/>55",
"Pancreas","Age 60","Age <br/>60",
"Pancreas","Age 60","Age <br/>65",0.156
"Pancreas","Age 60","Age <br/>70",0.369
"Pancreas","Age 60","Age <br/>75",0.629
"Pancreas","Age 60","Age <br/>80",0.918
"Pancreas","Age 60","Age <br/>85",1.189
"Pancreas","Age 60","Age <br/>90",1.393
"Pancreas","Age 60","Age <br/>95",1.497
"Pancreas","Age 60","Age <br/>95+",1.543
"Pancreas","Age 65","Age <br/>5",
"Pancreas","Age 65","Age <br/>10",
"Pancreas","Age 65","Age <br/>15",
"Pancreas","Age 65","Age <br/>20",
"Pancreas","Age 65","Age <br/>25",
"Pancreas","Age 65","Age <br/>30",
"Pancreas","Age 65","Age <br/>35",
"Pancreas","Age 65","Age <br/>40",
"Pancreas","Age 65","Age <br/>45",
"Pancreas","Age 65","Age <br/>50",
"Pancreas","Age 65","Age <br/>55",
"Pancreas","Age 65","Age <br/>60",
"Pancreas","Age 65","Age <br/>65",
"Pancreas","Age 65","Age <br/>70",0.223
"Pancreas","Age 65","Age <br/>75",0.497
"Pancreas","Age 65","Age <br/>80",0.800
"Pancreas","Age 65","Age <br/>85",1.085
"Pancreas","Age 65","Age <br/>90",1.300
"Pancreas","Age 65","Age <br/>95",1.409
"Pancreas","Age 65","Age <br/>95+",1.457
"Pancreas","Age 70","Age <br/>5",
"Pancreas","Age 70","Age <br/>10",
"Pancreas","Age 70","Age <br/>15",
"Pancreas","Age 70","Age <br/>20",
"Pancreas","Age 70","Age <br/>25",
"Pancreas","Age 70","Age <br/>30",
"Pancreas","Age 70","Age <br/>35",
"Pancreas","Age 70","Age <br/>40",
"Pancreas","Age 70","Age <br/>45",
"Pancreas","Age 70","Age <br/>50",
"Pancreas","Age 70","Age <br/>55",
"Pancreas","Age 70","Age <br/>60",
"Pancreas","Age 70","Age <br/>65",
"Pancreas","Age 70","Age <br/>70",
"Pancreas","Age 70","Age <br/>75",0.294
"Pancreas","Age 70","Age <br/>80",0.620
"Pancreas","Age 70","Age <br/>85",0.926
"Pancreas","Age 70","Age <br/>90",1.157
"Pancreas","Age 70","Age <br/>95",1.274
"Pancreas","Age 70","Age <br/>95+",1.326
"Pancreas","Age 75","Age <br/>5",
"Pancreas","Age 75","Age <br/>10",
"Pancreas","Age 75","Age <br/>15",
"Pancreas","Age 75","Age <br/>20",
"Pancreas","Age 75","Age <br/>25",
"Pancreas","Age 75","Age <br/>30",
"Pancreas","Age 75","Age <br/>35",
"Pancreas","Age 75","Age <br/>40",
"Pancreas","Age 75","Age <br/>45",
"Pancreas","Age 75","Age <br/>50",
"Pancreas","Age 75","Age <br/>55",
"Pancreas","Age 75","Age <br/>60",
"Pancreas","Age 75","Age <br/>65",
"Pancreas","Age 75","Age <br/>70",
"Pancreas","Age 75","Age <br/>75",
"Pancreas","Age 75","Age <br/>80",0.364
"Pancreas","Age 75","Age <br/>85",0.707
"Pancreas","Age 75","Age <br/>90",0.964
"Pancreas","Age 75","Age <br/>95",1.095
"Pancreas","Age 75","Age <br/>95+",1.153
"Pancreas","Age 80","Age <br/>5",
"Pancreas","Age 80","Age <br/>10",
"Pancreas","Age 80","Age <br/>15",
"Pancreas","Age 80","Age <br/>20",
"Pancreas","Age 80","Age <br/>25",
"Pancreas","Age 80","Age <br/>30",
"Pancreas","Age 80","Age <br/>35",
"Pancreas","Age 80","Age <br/>40",
"Pancreas","Age 80","Age <br/>45",
"Pancreas","Age 80","Age <br/>50",
"Pancreas","Age 80","Age <br/>55",
"Pancreas","Age 80","Age <br/>60",
"Pancreas","Age 80","Age <br/>65",
"Pancreas","Age 80","Age <br/>70",
"Pancreas","Age 80","Age <br/>75",
"Pancreas","Age 80","Age <br/>80",
"Pancreas","Age 80","Age <br/>85",0.409
"Pancreas","Age 80","Age <br/>90",0.717
"Pancreas","Age 80","Age <br/>95",0.873
"Pancreas","Age 80","Age <br/>95+",0.943
"Pancreas","Age 85","Age <br/>5",
"Pancreas","Age 85","Age <br/>10",
"Pancreas","Age 85","Age <br/>15",
"Pancreas","Age 85","Age <br/>20",
"Pancreas","Age 85","Age <br/>25",
"Pancreas","Age 85","Age <br/>30",
"Pancreas","Age 85","Age <br/>35",
"Pancreas","Age 85","Age <br/>40",
"Pancreas","Age 85","Age <br/>45",
"Pancreas","Age 85","Age <br/>50",
"Pancreas","Age 85","Age <br/>55",
"Pancreas","Age 85","Age <br/>60",
"Pancreas","Age 85","Age <br/>65",
"Pancreas","Age 85","Age <br/>70",
"Pancreas","Age 85","Age <br/>75",
"Pancreas","Age 85","Age <br/>80",
"Pancreas","Age 85","Age <br/>85",
"Pancreas","Age 85","Age <br/>90",0.415
"Pancreas","Age 85","Age <br/>95",0.625
"Pancreas","Age 85","Age <br/>95+",0.719
"Pancreas","Age 90","Age <br/>5",
"Pancreas","Age 90","Age <br/>10",
"Pancreas","Age 90","Age <br/>15",
"Pancreas","Age 90","Age <br/>20",
"Pancreas","Age 90","Age <br/>25",
"Pancreas","Age 90","Age <br/>30",
"Pancreas","Age 90","Age <br/>35",
"Pancreas","Age 90","Age <br/>40",
"Pancreas","Age 90","Age <br/>45",
"Pancreas","Age 90","Age <br/>50",
"Pancreas","Age 90","Age <br/>55",
"Pancreas","Age 90","Age <br/>60",
"Pancreas","Age 90","Age <br/>65",
